,rolling_1yr_return,rolling_1yr_volatility,rolling_30d_volatility,latest_close_price,avg_30d_volume
IRM,0.06799252800931654,0.27217381945977004,0.26447061885431467,103.30000305175781,1562513.3333333333
CHRW,0.6542901286231713,0.37388036731070956,0.25737747049802256,167.83999633789062,1674176.6666666667
PNC,0.09810192756311253,0.1839811802928043,0.1718081445974112,211.6999969482422,2662276.6666666665
DVA,0.0028243002499195313,0.3242783903050378,0.2164927449135781,145.5800018310547,889843.3333333334
CDNS,-0.16096210249474474,0.30423553200696113,0.21826496049643018,278.7200012207031,2452013.3333333335
QQQ,0.03669358297394387,0.1376326094934707,0.1906462813480234,584.97998046875,72449530.0
DTE,0.08844778586881752,0.12763874435549794,0.15692464805413028,148.0399932861328,1272833.3333333333
MSI,0.03408023642625291,0.18095479448260926,0.17913251224858134,438.9599914550781,1100903.3333333333
LH,0.04110886698935601,0.18469916985175067,0.185542354991471,273.7200012207031,585520.0
AON,-0.1315985893528635,0.20167418419556749,0.2327755481093396,323.1400146484375,1394686.6666666667
HPE,0.2083613663846129,0.33211504342003667,0.47383186587924164,24.610000610351562,19873950.0
CTAS,-0.21489871681069928,0.1596829360573502,0.24878518655992948,174.33999633789062,2572880.0
MA,-0.1291513316587488,0.1757511161903618,0.19931763254753185,493.44000244140625,3706296.6666666665
